"Partner Countries","1998-01-01+Sum(Export Value)","2018-01-01+Sum(Export Value)","2015-01-01+Sum(Export Value)","2001-01-01+Sum(Export Value)","2002-01-01+Sum(Export Value)","2007-01-01+Sum(Export Value)","2009-01-01+Sum(Export Value)","2010-01-01+Sum(Export Value)","2011-01-01+Sum(Export Value)","2013-01-01+Sum(Export Value)","2014-01-01+Sum(Export Value)","2016-01-01+Sum(Export Value)","2019-01-01+Sum(Export Value)","2020-01-01+Sum(Export Value)","2021-01-01+Sum(Export Value)","2022-01-01+Sum(Export Value)","2023-01-01+Sum(Export Value)","2024-01-01+Sum(Export Value)","1992-01-01+Sum(Export Value)","1997-01-01+Sum(Export Value)","1989-01-01+Sum(Export Value)","2003-01-01+Sum(Export Value)","2008-01-01+Sum(Export Value)","2017-01-01+Sum(Export Value)","1986-01-01+Sum(Export Value)","1987-01-01+Sum(Export Value)","1988-01-01+Sum(Export Value)","1993-01-01+Sum(Export Value)","Cluster","PCA dimension 0"
"Solomon Islands",0.0015441630636195182,0,0.0005788915104682882,0.0024546204620462045,0,0.003119531981830715,0,0,0.000567723976265475,0,0,0,0,0,0,0,0,0,0,0.007451475271918754,0,0,0,0,0,0,0,0,"cluster_1",0.18356735850495448
"Somalia",0,0,0,0,0,0,0,0,0.000347959856420775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025786088920749036,0.013198573127229487,0,0,0,"cluster_1",0.185355112594879
"South Africa",0.3517463080464933,0.5936229627245027,0.5602880423818755,0.3563118811881188,0.5555710890535439,0.8894024284628573,0.44890661796510795,0.3627574781036277,0.6565910922276756,0.724631604781724,0.45802511662122475,0.3113392390633164,0.3667026640253881,0.2656476990126314,0.4137577816731228,0.3430376136513833,0.2810545478187374,0.31999798514604894,0.41245312689004476,0.4686617390781804,0.4530451635637517,1,0.42979113068503905,0.24879965756073913,0.2789196534737557,0.48475996731173826,0.6437252170185404,0.5875288683602772,"cluster_2",-2.365804427729819
"Spain",0.2023555505643214,0.027483099129315056,0.08238678723982774,0.08853135313531353,0.1535219987617583,0.08112550592976193,0.036535781227471524,0.06530523593530595,0.4869240348692403,0.06641851332972011,0.09149876518703183,0.03146226191041657,0.03698894240643447,0.1453106148277645,0.1338700253197429,0.014281639779897184,0.006794096612703986,0.006150901367302279,0.05818313777670255,0.09356408869659275,0.11334938626886709,0.20274014194087062,0.05475951685344264,0.025543699684893992,0.02288092406998471,0.037939248517726426,0.08003429428785769,0,"cluster_0",-0.3407544946918166
"Sri Lanka",0.0014178224493233758,0.0015047951307524724,0.0003859276736455254,0.0007219471947194719,0,0,0.00023549766905368386,0.0010253664548586208,0,0.0013907494707993742,0,0.005919583907281623,0.003882414517315171,0.000006155664442419915,0.004155034733493475,0,0,0.0002126790281687776,0,0.0010516194940207919,0.0002936512597639044,0,0.000008721056992107445,0.011402608520755224,0.00011890606420927466,0,0,0,"cluster_1",0.18140768627506212
"Sudan",0,0.013468290747381581,0.0094201436703476,0,0,0,0,0,0,0.04364499074538036,0,0.022360233695910323,0.015052637855529127,0.009966020732277842,0.042408765969111355,0.0008486897482452297,0.0037903907418243288,0,0,0,0,0,0,0.001444020979561946,0,0,0,0,"cluster_1",0.15497410359640515
"Sudan (former)",0,0,0,0,0,0,0,0,0.04046406856640539,0,0,0,0,0,0,0,0,0,0,0.0002403701700618953,0.0013899492962158142,0,0,0,0,0,0,0,"cluster_1",0.17493808131186675
"Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006017529324554137,0,0,0,0,0,"cluster_1",0.18685770006704627
"Sweden",0.01874052445392779,0.011544249212041354,0.06285358430326898,0.005816831683168317,0.00011982984162489264,0.04011205570971562,0,0.0010455707199789877,0,0.014439251858593502,0.05405736771737671,0.020394955588277208,0.06684908272988067,0.0027885159924162213,0.0015942060348994062,0.0001391294669254475,0,0.0019476921527035423,0.017343050683440185,0.04286100594916171,0.03451381139758423,0,0.0058431081847119875,0.021835660098090282,0.014778325123152709,0.02945421035244206,0.026878148108455686,0,"cluster_1",0.0971319747182296
"Switzerland",0.5606434948621484,0.03729795692243193,0.11251545903465456,0.4765882838283828,0.27554872081644066,0.08093992470704679,0.2523285432787043,0.08434775581125176,0.16887041242399822,0.14870793238503308,0.10042561638477122,0.05115066736332115,0.19003955292605523,0.16219560239332234,0.2612838768782416,0.08547418800564865,0.14315714192835316,0.04732108376755302,0.06598524253054312,0.6197644372333393,0.06646306845989702,0.248415499639455,0.3133824619543889,0.031871605906045805,0.07025649736708,0.025263853389668425,0.08730039652770336,0,"cluster_0",-0.7773741248338516
"Syrian Arab Republic",0,0,0,0,0,0,0,0.0001616341209629353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18694733991778906
"Thailand",0,0.00010481160114693838,0.0007279999298313321,0,0,0,0.001908011726822704,0.003656971986786411,0.027223280345762213,0.0007669574287496549,0.0012377321477571944,0.0002493706360138698,0,0,0,0,0,0,0,0.00018027762754642147,0,0,0.0001395369118737191,0.002346534091788162,0,0,0,0,"cluster_1",0.17695938348106116
"Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024192572880125802,0,0,0,0,0,0,0,0,0,"cluster_1",0.18693751971776446
"Tokelau",0.002582963670054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.1865048288363242
"Trinidad and Tobago",0.0007861193778426638,0.00013475777290320647,0,0.00033003300330033004,0,0,0.0005430864612870668,0.0019396094515552235,0.000201450443190975,0,0,0,0,0,0,0,0,0,0,0.00031548584820623757,0,0,0,0,0,0,0,0,"cluster_1",0.18611413207631444
"Tunisia",0.01897916783648717,0.018566626488886226,0.01248125180903597,0.0026402640264026403,0,0.001325580162251012,0.011971932522708704,0,0.005118672624716138,0.015564122754092996,0.022436814357692913,0.014404122927848763,0.01342944407269258,0.007152882082091941,0.005626609534939081,0,0,0.0002966312761301372,0,0.009554714259960339,0,0.024611939732058143,0.00012209479788950422,0,0,0,0.001671846533061837,0,"cluster_1",0.14858549507161703
"Türkiye",0.20987983603795832,0.005719718805447208,0.03411074370016928,0.01476897689768977,0.024425316051207284,0.1513635801269022,0.08480319123371943,0.046146541534918026,0.10249249139257197,0.12190532677499515,0.06954653464190423,0.020080273595212084,0.021578539390606676,0.011954300347179475,0.05774488375280429,0.05807959596802805,0.07571029191860087,0.10655778992908833,0,0.042845982813532836,0,0.10985236631371209,0.15128417564208782,0.012191662841730143,0,0,0,0,"cluster_1",-0.1261178402156044
"Uganda",0,0.002792480516272001,0.007227372797361659,0.0006188118811881188,0,0.021341840612241293,0.0010813668476954872,0.000050510662800917275,0.019980221229213977,0.0009919316078495536,0.013971193535768707,0.00013656011019807154,0.0007619072858212366,0.000874104350823628,0.0015725652289957945,0.0009043415350154086,0.006143943826799298,0.0001007426975536315,0.00018144429660094352,0.003785830178474851,0,0.0011575391855478386,0.011302489861771247,0.001469807068482695,0,0,0,0,"cluster_1",0.1663495773425525
"Ukraine",0.024243360098826435,0.20508635727280214,0.1694485619808615,0.034735973597359734,0.02979768728405664,0.008739991869775005,0.04004421588888355,0.03501399145359586,0.07454582081898761,0.11882727096094653,0.0591659320064689,0.07559492708877595,0.15580672731006975,0.04400684509885997,0.09493100189717732,0.012723389750332173,0.0007086665366361095,0.00025745356041483605,0,0.002298539751216874,0,0.04947056814300353,0.09907992848733267,0.09534664239336163,0,0,0,0,"cluster_1",-0.098807968166144
"United Arab Emirates",0.0008843843000729967,0.1107559162405576,0.1831753076457535,0.0026196369636963695,0.0064508398074733875,0.007370225702115626,0.011231796991397126,0.00894543838204245,0.05892425463336019,0.32144719753755535,0.16711135502478383,0.10958058233980907,0.16596990797485042,0.08804446851993204,0.3285795696365066,0.13735556622214803,0.09120343280670958,0.1374354267292764,0,0.0007962261883300281,0,0.0026376712588713045,0.008642567479178477,0.06105114412876542,0,0,0,0,"cluster_0",-0.19588404378911314
"United Kingdom of Great Britain and Northern Ireland",0.46920096580380705,0.23076519955380204,0.555998982554315,0.9048679867986799,0.6940344710511074,0.4897930327506672,0.2324265872062287,0.36565679014840036,1,0.6958655881540868,0.32400558147138325,0.21402531705695152,0.182619238490231,0.17208159948784874,0.2023415351987708,0.22744885252972155,0.24825433976984593,0.20173725185114708,0.6212350308455304,0.6080914608497086,1,0.8618543398231432,0.6411808311167314,0.15453603090204895,0.9999999999999999,1,1,0,"cluster_2",-2.6155895852240585
"United Republic of Tanzania",0.04037284519063395,0.07872099900428979,0.06491478892387577,0.11239686468646864,0.062451319126839884,0.04472507467434914,0.036184937761330326,0.029846750649062018,0.22567028056552632,0.19430610804896256,0.10209538711240593,0.13374578444877216,0.17873019869216958,0.18816635067589196,0.4900849040951618,0.4854087971561937,0.6480462908783564,0.19311815439378083,0.010372565622353938,0.04197464094705847,0.0002936512597639044,0.00464913279441345,0.015096149653337986,0.07793587515407188,0.014931204348564632,0.0020169353015839896,0.012517415068052729,0.05727482678983834,"cluster_0",-0.4471004709246983
"United States of America",1,0.3504750211494838,0.3201533185394392,1,1,0.16663426359603387,0.2239727014946893,0.3899271636242411,0.556406124093473,0.6770904702982953,0.2948021088153385,0.33011328551750346,0.30940723613163107,0.2054268337724374,0.28498055934269656,0.3244081780300659,0.2610363435407321,0.17946751887526377,0.6829109713318011,0.9999999999999999,0.6203872281278754,0.8981934798284565,0.3372258317708106,0.16128682898150107,0.3570579242398505,0.4682941248065655,0.605679991426428,0,"cluster_2",-2.42420205802073
"Uruguay",0,0.007471569853188893,0.004166264658673286,0,0,0,0,0,0.001043879569262325,0.00884557567824602,0.0029133412345794334,0.0010212321284377524,0.007340811066868958,0,0,0.001168687522173759,0,0.0049028112809434,0,0,0,0,0,0.0031407456305472324,0,0,0,0,"cluster_1",0.17875357394315797
"Uzbekistan",0,0,0,0,0,0,0.0008650934781563897,0.0033589590762609987,0,0,0.0008640771597550223,0,0,0.00033856154433309534,0,0,0,0,0,0,0,0,0.002119216849082109,0,0,0,0,0,"cluster_1",0.18551046846017097
"Venezuela (Bolivarian Republic of)",0.00926497838171711,0,0,0,0,0,0,0.0006313832850114659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.1851426897593987
"Viet Nam",0,0.0032117269208597546,0.011560288042381876,0,0,0,0.0027538809054645074,0.008617119073836487,0.024045857446340926,0.04765362157297856,0.009230445875491152,0.005438654823540588,0.005565235826868163,0.018559328293896043,0.0409732591775051,0.011937308262203393,0.023652558351212535,0.028079228534809403,0,0,0,0,0,0.008421736641516634,0,0,0,0,"cluster_1",0.13799789836072993
"Yemen",0.0001544163063619518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009013881377321073,0,0,0,0,0,0,0,0,"cluster_1",0.18693279147926634
"Zambia",0.006457409175136167,0.24713078241860256,0.03029532238117375,0.05220709570957095,0.03752671206886221,0.10692129588716662,0.06679482866343057,0.043494731737869864,0.10737308622078968,0.24809538905193837,0.05089881539692084,0.016595022087113477,0.0582759694442052,0.04843276783295989,0.048338346786701,0.030128486062705653,0.0300695663480918,0.02384803523755688,0.017781541066892465,0.06170001802776275,0.017619075585834264,0.08007894037724392,0.05597174377534558,0.031123809327344085,0.08403261423475454,0.005755220558830178,0.09328046297288609,0.0023094688221709007,"cluster_1",-0.16018117393135486
"Zimbabwe",0.14251221292604863,0.21574719441803358,0.40418906947575234,0.1022483498349835,0.09730183139941283,1,0.14850771375018024,0.3612017496893595,0.9634092740458574,0.35653294337808955,0.1826063603084989,0.1799268512801026,0.1318695879737904,0.19123187156821708,0.19549582693126158,0.14498681748300882,0.298199076783044,0.1975116553704253,0.0356538042820854,0.4546751998077038,0.06671756621835907,0.12017533872253217,0.1826363755287141,0.11548042062268248,0.07717003567181925,0.044268252395110674,0.11252813203300825,0.07297921478060046,"cluster_0",-1.169662218225719
